,expr
1315,"$(x, g(S(x)))$"
1316,$0 \le \rho(0) = \rho(X-X) \le \rho(X) + \rho(-X)$
1317,$\bar a_{\lcroof{b}}=(1-v^b)/\delta$
1318,$CV=\nu=\sqrt{a}\theta$
1319,$\psi$
1320,$3.2 \times 10^{18}$
1321,$a_i=\rho_i(\tilde X_i)$
1322,$\rho(X-\rho(X))=\rho(X)-\rho(X)=0$
1323,$v$
1324,$\lambda_{x+t}=\lambda\mu_{x+t}$
1325,$\rho(X + \rho(X))=0$
1326,$\lambda=(1-\alpha_p)^{-1}$
1327,$\backslash$
1328,$\delta=\iota\nu$
1329,$\mathsf{E}[X_2]$
1330,$\rho(xX)=x\rho(X)$
1331,$R_1(t) = \bar P^a_1(t)/(1-t)$
1332,$g^{ak}=(g^k)^a$
1333,$f(0)=0$
1334,"$(fun5.north east)+(\medspc,\medspc)$"
1335,$p = 1-g^{-1}(1-\bar p)$
1336,$1-p$
1337,$C_1$
1338,$x<\mathsf{VaR}_p(X)$
1339,$μ = δ_α$
1340,"$P_c, P_n$"
1341,$g(s) =$
1342,$\rho_\phi$
1343,$\rho_\min(L_i)=\rho_i(L_i)$
1344,$\mathsf{E}(X_i \mid X=x)$
1345,$g(s)=s^{2/3}$
1346,$\epsilon(\mathsf{E}_q(X_1)-s)$
1347,$\sigma\in L_q$
1348,$a\ge \psi(X)$
1349,$l_p=\nu_p-\nu_{1/2}\sqrt{\bar p}$
1350,"$(N,m)$"
1351,$s=0$
1352,$x^∗$
1353,$C_t$
1354,$\mathsf{E}(X_i\mid X=x)$
1355,$i=1$
1356,$\tau_n$
1357,"$200 of losses otherwise payable to any claimant under this subsection other than the federal government. All claims under life insurance and annuity policies, whether for death proceeds, annuity proceeds or investment values, shall be treated as loss claims. Claims may not be cumulated by assignment to avoid application of the $"
1358,$G=f+G'$
1359,$-\partial g(S(x))/\partial x$
1360,$\mathcal X^\perp$
1361,"$\mathsf{E}_P[h_0]=\mathsf{E}_P[h_{i,\epsilon}]=1$"
1362,"$EL_a =\mathsf{Pr}(Y>a) = \mathsf{Pr}(\max(X_1, \dots, X_N)>a)=\mathsf{Pr}(\text{one or more events $"
1363,$\mathsf{E}_\mathbb{Q}$
1364,$\rho(0) = 0$
1365,$xf_i(x)$
1366,$\delta \ge 0$
1367,$Z'=ZT$
1368,$X \preceq_{sl} Y$
1369,$q(p)=F^{-1}(p)=\mathsf{VaR}_p(X)$
1370,$A=X_1 + \cdots X_N$
1371,$x\mapsto |x|$
1372,${}^1S^{-1}=S^{-1}$
1373,$m$
1374,$f$
1375,$g(s)=1$
1376,$\mathsf{E}[X_1]=\mathsf{E}[X_2]$
1377,$1-EL$
1378,$100$
1379,$C_k$
1380,$COC = (P-L) / Q$
1381,$\mathsf{E}_Q(X \mid \mathcal{G})\mathsf{E}(Z \mid \mathcal{G}) = E(XZ \mid \mathcal{G})$
1382,$c=\sup_{0\le\alpha<1} \dfrac{\int_\alpha^1 \sigma_2}{\int_\alpha^1 \sigma_1}$
1383,"$\mathcal{M}_{X,r_X}=\{m \in\mathcal{M} \mid \rho_m(X) = r_X \}$"
1384,$\mathsf{E}_\mathbb{Q}(X_i) = \mathsf{E}_\mathbb{Q}(\mathsf{E}_\mathbb{Q}(X_i \mid X)) = \mathsf{E}_\mathbb{Q}(\mathsf{E}(X_i \mid X))$
1385,"$ ""the standard way to obtain the $"
1386,$\rho(X)=\mathsf{E}[hX]$
1387,$R(a)$
1388,"$f(x, \cdot)\in L_p(\Omega, \mathcal{F}, \mathcal{P})$"
1389,$\pi'(\sqrt k)=0$
1390,$\rho_{m'}(Y) < 89$
1391,$i>0$
1392,$(L^t)^+$
1393,$P(x) = \sum_i P_i(x)$
1394,$\dots$
1395,$X=X_+-X_-$
1396,$\mathsf{Var}(\pi)=\bar p/(\nu_p-l_p)^2$
1397,$q_X(p)$
1398,$a=a(f)$
1399,$(1-\alpha)^{-1} \min_c c(1-\alpha) + \mathsf{E}(X-c)_+$
1400,$d=i/(1+i)$
1401,$\nu(p)$
1402,"$(rep.south) + (0.5,  -2.70)$"
1403,$\mathsf{Pr}(Z>\mathsf{E}(Z))$
1404,$r=50$
1405,$\inf_\eta \{ \eta + \phi(X_\eta) \}$
1406,$X+tY$
1407,"$p_1, \dots, p_N$"
1408,$\text{Var}(G)=a\theta^2$
1409,$r=3$
1410,$Var(G) = a\theta^2$
1411,$\delta F$
1412,"$P(X) = M(X, \psi(X))$"
1413,$a\ge 0$
1414,$X(p)=F^{-1}(p)$
1415,$K = (A)^{b} = g^{ab}$
1416,$YN$
1417,$\bar P_{75}=53123.19$
1418,$x\to\infty$
1419,$m_1 / r_1 > m_2 / r_2$
1420,$0.1$
1421,$\Delta \tilde p< \Delta p$
1422,$l_p=0$
1423,$X_i(u_i)$
1424,$k>0$
1425,$\mathsf{E}(L) = F^{-1}(p) dp$
1426,$X_i(a)=(X\wedge a)X_i/X$
1427,$\rho_t(X)$
1428,$1-l-(\nu-l)=\delta$
1429,$Q_\epsilon \to Q$
1430,$
1431,$\rho(0X)=\rho(0)=0\rho(X)=0$
1432,$r_X=\mathsf{TVaR}_p(X)$
1433,$. If the insurer has a single insured there is no notion of default: the insured has purchased a policy covering losses up to a limit $
1434,$R_1(t)$
1435,$X=q=F^{-1}$
1436,$Q(a)$
1437,$q_2(t)=t^2$
1438,$\mathcal{A}$
1439,$F:\mathbb{R}^n\to\mathcal{X}^n$
1440,$\eta\ge$
1441,"$\subset [\essinf X ,\esssup X]$"
1442,$a'=\mathsf{E}[X|A^c]$
1443,"$1,2,3,\dots$"
1444,$g\circ S$
1445,$2\square^2 + 2\square + 2$
1446,$L_p dp$
1447,"$A_k=X_{k,1} + \cdots + X_{k, N}$"
1448,$X_n\uparrow 0$
1449,$\mathsf{Pr}(\mathsf B(s)=1)=s$
1450,$C_1(t)=C_2(t)=\bar P^a(t)$
1451,$Q(a) = 1 - P(a) = 1 - g(S(a))$
1452,"$\rho(X)=\sup\{ \mathsf{E}(XZ) \mid Z\ge 0, \mathsf{E}(Z)=1, \mathsf{E}(Z\log(Z))\le\log(1/(1-\alpha))  \}$"
1453,$C_i$
1454,$\bar Q(a)$
1455,$\bar P_i$
1456,$\mathsf{E}(X_i \mid G=q)=:\mathsf{E}_q(X_i)$
1457,"$\mathsf{E}[XZ] = \mathsf{cov}(X,Z) \le \sigma(X)\sigma(Z)\le \sigma(X)$"
1458,$\nu=1/(1+\rho)$
1459,$\mathscr{P}=\{ (1-p)^{-1}1_A \mid P(A)\le 1-p \}$
1460,$\phi(x)=-\int_x^1 (s-x)^{n-1}d\tau(s)$
1461,$m(x)=S(x)+d_iF(x)+(v-\nu^*)\sqrt{F(x)S(x)}$
1462,$\partial B$
1463,$\mathsf B(s)$
1464,$t^*$
1465,"$X,Y,X+Y$"
1466,$a=(X\wedge a) + (a-X)^+$
1467,"$(rep.south) + (0.5,  -1.85)$"
1468,$ for $
1469,$L_a^{a+y}$
1470,"$(\sqrt{st}, \sqrt{st})$"
1471,$\sum_{n\ge 0} 1_{N>n} X_n$
1472,"$X\wedge a =\min(X,a)$"
1473,$\mathsf{TVaR}_p(X)$
1474,"$L_{p,\delta}(\omega)=\begin{cases} q(p) & \omega\in (p,p+\delta] \\ 0 & \omega\not\in (p, p+\delta]\end{cases}$"
1475,$\mathbb{R}\times \mathbb{R}$
1476,$\beta_i(t)/\alpha_i(t)> 1 > g(S(t)) / S(t)$
1477,$\ge 5000 / \text{Probability}$
1478,$\rho(A_k)\ge \mathsf{E}[A_k] = k\mathsf{E}[N]$
1479,$1 \times 10^{15}$
1480,$q\phi$
1481,"$R_i=\alpha p_i + \beta r_{qp,i} + \gamma\, \text{controls}_i$"
1482,$CV(G) = SD(G') = \nu$
1483,$+$
1484,$\eta=(1-\alpha)^{-1}1_A$
1485,$E(X^k)=E(Y^k)$
1486,$2 \times 10^{14}$
1487,$a=a(\mathbf{x})$
1488,$a=a(x)$
1489,"$g\in D_n^*=\{ g \mid  (-1)^{k+1} g^{(k)} \ge 0, k=1,\dots,n-1, (-1)^n g^{(n-1)}\text{ nonincreasing} \}$"
1490,$\log(1-\Phi(x))$
1491,$S(x_1)-S(x_2)\approx f(x_1)(x_2-x_1)$
1492,$\zeta_t\to\zeta$
1493,$R_1(t)<R_1(0)$
1494,$1.25 \times 10^{14}$
1495,$\mathsf{E}[XZ_1]$
1496,$C_i(t) = \partial \bar P^a/\partial x_i$
1497,$1-w$
1498,"$\delta(\sqrt{st},\sqrt{st})\ge 0$"
1499,$S_{\tilde X}$
1500,$2\square^2 + 11$
1501,$g(1-p)=1- \tilde p$
1502,$\mathsf{E}(X_i \mid X \ge a)$
1503,$Q\in\mathscr{P}$
1504,$(x^{-1}-x^{-3})\phi(x)$
1505,$g(s) = s^{b}$
1506,"$ is average invested assets, equal to $"
1507,$0=p_0 < p_1 < p_2 < p_3=1$
1508,$1 -p = g(1-\hat p)$
1509,"$\mathcal F_1=\sigma(I_1,\dots,I_n)$"
1510,$g=1$
1511,$\mu-\nu$
1512,$F(x)=p$
1513,$Q=a-P$
1514,$R_2(t) > C_2(t)$
1515,$ is $
1516,$\mathcal A_\rho= \{ X\mid \rho(X)\le 0 \}$
1517,$X \prec_n^* Y$
1518,$\nu F(a)$
1519,$\mathsf{E}(L)=\int_0^\infty S(x)dx$
1520,$K_Q=19.473$
1521,$X=X_i + \hat X_i$
1522,"$500/year HO insurance then I don't really notice it compared to upkeep, mortgage, property tax etc. It is just a sunk cost. But if I pay $"
1523,$ and investor equity $
1524,$(x-a)_+^\alpha$
1525,$r_{pq}$
1526,$\mathsf{E}$
1527,$c\le a$
1528,$g(s)g(k/s)$
1529,$\phi(1-p)=g'(p)$
1530,$k= \mathsf{E}(X\wedge k) + (\rho_m(X) - \mathsf{E}(X\wedge k)) + (k-\rho_m(X))$
1531,"$\langle \zeta_{\bar x}, N_i \rangle$"
1532,$Z>\mathsf{E} Z$
1533,$\int_0^1 dp$
1534,$\Bbb{Q}$
1535,$T_A$
1536,$E_\mathsf{Q}(X_i\mid X)=E(X_i\mid X)$
1537,$\beta=0$
1538,$O(dt)$
1539,$V=m(L(1+e)P+rS) + (eL+\rho S)$
1540,$0<a\le 99$
1541,"$g(s) = \min(1, a+bs)$"
1542,$\sigma=2$
1543,"$t\in(0,1)$"
1544,$p>1$
1545,$\displaystyle\int_0^1 \text{AVaR}_\alpha(X)d\alpha$
1546,$\rho_m$
1547,$b_i$
1548,$\mu_{x+t}$
1549,${}_tp_x=\mathsf{Pr}(T_x > t) =\mathsf{Pr}(T_0 > x+t \mid T_0 > x)$
1550,$\mathsf{P}(B)=0$
1551,"$m_j=m([p_{j-1},p_j])$"
1552,"$(0,\dots,0,r_0,\dots, r_k)$"
1553,$\| X_n \|_\infty \le 1$
1554,$dF=-d(g\circ S)=$
1555,"$\rho(X+tY)=\langle \zeta_t, X+tY \rangle$"
1556,$\pi'(k)=...$
1557,$g:\text{thin layer risk}\mapsto\text{price}$
1558,$(x-\mu_x)^+$
1559,"$(\mathsf{E}_q(X_1)(1-\epsilon\mathsf{E}_q(X_2)/q), \mathsf{E}_q(X_2)(1+\epsilon \mathsf{E}_q(X_1)/q))$"
1560,$5 \times 10^{14}$
1561,$\rho(Z)=\int_0^1\eta(\tau)\mathsf{VaR}_\tau(Z)d\tau$
1562,"$ xx billion, of which California workers compensation deposits account for $"
1563,$-\int xd(g\circ S)=\int g(S(x))dx$
1564,$2$
1565,"$(p,q(1-g^{-1}(1-p)))$"
1566,$S(a)da$
1567,$\partial Y/\partial x_i$
1568,$\sum_i F_i=F$
1569,$\mathsf{E}(X) + c\mathsf{E}(| X-\mathsf{E}(X) |^p)^{1/p}$
1570,"$\mathcal X^\perp = \{X\in\mathcal X\mid \exists U\text{ uniform[0,1] rv independent of } X\}$"
1571,$\alpha(X)$
1572,$\bar A^{1}_{x:\lcroof{n}}$
1573,$\mathsf{TVaR}_{p_2}(X)\ge r$
1574,$\mathsf{TVaR}_p(X)=$
1575,$g(s)=s^{1/4}$
1576,"$\rho(X+tY)\ge \rho(X) + \langle \zeta, tY \rangle$"
1577,$X_n\to X$
1578,$\rho(X - b)=\rho(X)-b\le 0$
1579,$t=2$
1580,$Q\in \partial\rho(X)$
1581,$g=\mathsf{E}(G^3)=\nu^3 skew(G')+3c+1$
1582,$375-185=190 > 0$
1583,"$C_1(t) < \bar P^a(1, 0)$"
1584,"$i=1,2$"
1585,$\partial\rho(Z)$
1586,$\rho(L) = q(1-g{-1}(1-p))\delta > \mathsf{E}(L)$
1587,$\rho(p)$
1588,$1-\delta\bar a_{x:\lcroof{n}}-\bar A_{x:\lcroof{n}}=0$
1589,$\theta=(1-f)/a$
1590,$\mathsf{Var}(B(p))=p(1-p)$
1591,"$p\in[0,1]$"
1592,$\mathsf{COH}+\mathsf{FAT}$
1593,$=E(X_i \mid X \ge a)$
1594,$\zeta$
1595,"$\mathcal{M}_{X,r}=\mathsf{var}nothing$"
1596,$\rho(X\mid \mathcal F_1) =\mathsf E[X g'\mathsf{Pr}(X>x\mid \mathcal F_1) ]$
1597,$\alpha=d_i$
1598,$\{ \zeta>0 \} = \{ G>c(x) \}$
1599,$(v-\nu^*)\sqrt{FS}$
1600,$\mathsf{TVaR}_{p=1}=\esssup$
1601,$F_i = X_i(1 - (X\wedge a) / X)$
1602,$t>0.25$
1603,$X^∗_i = (X − x^∗)I_{A^∗_i} + x^∗ / n$
1604,$H_k=H_{g_k}$
1605,$\lambda\mu_t$
1606,"$(Bob) + (0,-4)$"
1607,$1 assets: $
1608,$\sum_i P_i(a)=P(a)$
1609,$\rho GF$
1610,"$\rho=0.5, x=1.5, M=1.5,\sigma=0.75, K=8$"
1611,$q_Z$
1612,"$\langle \mu,tX \rangle - \rho(tX) =t(\langle \mu,X \rangle - \rho(X))$"
1613,$^{*}$
1614,$\hat p$
1615,$\delta(F(x))=\delta$
1616,$L_x^{x+dx}=L_0^{x+dx} - L_0^x$
1617,$M(a)$
1618,$\alpha < 1$
1619,$a-X\le 0$
1620,$>0$
1621,$\tilde \rho(X)=\mathsf{E}(X) + \inf_t \rho(X-t)$
1622,$Y\circ T=g(X\circ T)$
1623,$\mathsf{E}[X_1]$
1624,$\rho(X)=-U(X)$
1625,$-\epsilon(\mathsf{E}_q(X_2)-s)$
1626,$E_2=0$
1627,$\mu_{x+t}=-\dfrac{d}{dt}\log({}_tp_x)$
1628,$a\mapsto g^a \pmod{p}$
1629,"$(fun1a.south -| fun5a.east)+(\smlspc,-\smlspc)$"
1630,$10^{16}$
1631,$X=X(x_i)=\sum_i X_i(x_i)$
1632,$t \le 1-p$
1633,$\rho(X+c)=\rho(X) + c$
1634,$h\in\mathscr P$
1635,$il$
1636,$697.6 billion underlying Table \ref{tab-equity-what-if} this implies $
1637,$q=S(a)$
1638,$\rho(0)=0$
1639,$Q_\epsilon$
1640,$k_i=\mathsf{E}_Q(X_i)$
1641,$\rho(X)\ge\rho(X+Y)\ge \rho(X)+\mathsf{E}[gY]$
1642,$\rho(A)\le \rho(N)\rho(X)$
1643,$k>\max(N)\max(|X|)$
1644,"$\bar P^a(1,0)<\bar P^a(0,1)$"
1645,$st \le 1-p < s$
1646,$X-\sum f_i(X)$
1647,$\bar P_x = (1/\bar a_x)-\delta$
1648,$\beta=v-\nu^*$
1649,$\mathscr{F}$
1650,"$310 billion in premiums annually in California. Since 2011 the California Department of Insurance received more than 1,000,000 calls from consumers and helped recover over $"
1651,$d_i=iv=i/(1+i)$
1652,$\sigma=0.35$
1653,$t=0.37$
1654,$R_2(t)<C_2(t)$
1655,$X>a$
1656,$X(t)$
1657,"$(4-\s, \s)$"
1658,$1 excess attachment $
1659,$f(\alpha):=\mathsf{E}[X^\alpha-Y^\alpha]$
1660,$t=1-g(0)=1$
1661,"$x=0.1, M=1.5,\sigma=0.75, K=6$"
1662,$\partial\rho(X)=\{\zeta\}$
1663,$t>t_2$
1664,$x\ge 0$
1665,$Q(a)=\nu N(a)$
1666,$(3+2)/2=5/2$
1667,$\displaystyle\int_0^\infty xg'(1-F(x))f(x)dx = -xg(S(x))\vert_0^\infty + \displaystyle\int_0^\infty g(S(x))dx=\displaystyle\int_0^\infty g(S(x))dx$
1668,"$(K=g^k, mg^{ak})$"
1669,$kN$
1670,$\mathsf{E}_Q(X \mid \mathcal{G}) = E(X \mid \mathcal{G})$
1671,$F(x)$
1672,"$[l_c, r_c)$"
1673,$\mathsf{Var}(B(p)/p\nu_p)=p(1-p)/(p\nu_p)^2$
1674,$F(a)=p$
1675,$\mathsf{E}[x_iX_i\mid X(\mathbf{x}) \le a]F_{\mathbf{x}};a) = \mathsf{E}[x_iX_i 1_{X(\mathbf{x}) \le a}]$
1676,$(-1)^nf^{(n)}(x)<0$
1677,"$h^i = \lim_{\epsilon\downarrow 0}(h_{i,\epsilon}-h_0)/\epsilon$"
1678,$Z_1=q_Z(U)$
1679,"$[1,2]$"
1680,$\approx 10^{-40}$
1681,$\hat\rho(A_k) =\rho(\rho((X+k)^{\oplus N})) = \rho(\rho(X^{\oplus N})+kN)= \hat\rho(A_0) +  k\rho(N)$
1682,$\tau=0.156$
1683,$\mathsf{E}_\mathsf{Q}(X)$
1684,$f_G$
1685,"$424) for the initial filing of each letter of credit utilized pursuant to subdivision (a). In addition, the commissioner shall require payment, in advance, of a fee of two hundred eighty-three dollars ($"
1686,$\displaystyle\int_0^\infty xdF(x)$
1687,"$(4.5-\s, \s)$"
1688,$g(s) = t_{df}(\Phi^{-1}(s)+\lambda)$
1689,$B-p(\nu(p) + il(p))$
1690,"$R, S$"
1691,$a = b$
1692,$\nabla \zeta=0$
1693,"$X\sim\text{Lognormal}(\mu=19.9, \sigma=2.36)$"
1694,$\sqrt{F(x)S(x)}$
1695,$\rho(X)=35/9$
1696,$X(p)$
1697,"$\langle X(\epsilon),\zeta_\epsilon \rangle-\langle X,\zeta \rangle=\langle X(\epsilon)-X,\zeta \rangle$"
1698,$\rho_{t+1}(X)=\rho_{t+1}(Y)\implies \rho_{t}(X)=\rho_{t}(Y)$
1699,$\bar P_x:=\bar A_x / \bar a_x$
1700,$p=0.5$
1701,"$(\Omega, \mathcal{F}, \mathbb{P})$"
1702,$l\ge 1$
1703,$X(\omega)=$
1704,$g(st) = 1= g(s)g(t)$
1705,$\int_x^\infty$
1706,$p=F(a)=1-q$
1707,$\bar S$
1708,"$(ckey\x.north west)+(-\boundpad,\boundpad)$"
1709,$\rho_{t+1}(X) = \rho_{t+1}(Y) \implies \rho_{t}(X) = \rho_{t}(Y)$
1710,$\rho_\phi=\mathsf{E}$
1711,$\rho(X)=\int_\Omega X(\omega)\theta(\omega)dP(\omega)$
1712,$B(0.5)$
1713,$U\subset\Bbb{R}^n$
1714,$a(x) = \sum_i x_i a_i = \sum_i x_i v_i a$
1715,$\phi(p)dp$
1716,$\gamma$
1717,"$p\in (0, 1)$"
1718,$ since $
1719,$p\mapsto q(\hat p)=q(1-g^{-1}(1-p))$
1720,$S =$
1721,$p(x)$
1722,$H(x)=y$
1723,$x\mapsto \mathsf E[f(X_2)\mid X_1=x]$
1724,$B(b)>0$
1725,$\mathsf E[X^{\oplus n}]\le\rho(X^{\oplus n})$
1726,$g(st) = \displaystyle\frac{st}{1-p} < 1 = g(s)g(t)$
1727,$\pi_X(t_{2j-1})\le \pi_Y(t_{2j-1})$
1728,$ϕ$
1729,"$i=1,\dots, n_r$"
1730,$\mathsf PV$
1731,$\le 1/(1-\alpha)$
1732,$A<B<C$
1733,$B_l$
1734,$t<1<0.5<t_2$
1735,"$(Bob) + (0,-2.5)$"
1736,$\rho(B(s_l))$
1737,$g(s)=e^\alpha p/(e^\alpha p + (1-p))$
1738,$\mathcal T(X)=\hat\rho(X) - \rho(X)$
1739,"$g, p, A=g^a, m$"
1740,$t=n\wedge T_x$
1741,$\pi_g(X)=\int_a^{\alpha(X)} g(S(t))dt$
1742,$\zeta\in\mathcal{A}$
1743,$\delta$
1744,$p=10^{-6}$
1745,$\mathsf{E}(X_i\wedge x)$
1746,"$w_1, w_2$"
1747,$X + \epsilon Y$
1748,$\zeta\ge 0$
1749,$X_i-F_i$
1750,$A=\partial \rho(0)$
1751,$C_1(t)=C_2(t)$
1752,"$X\tilde N(0,\sigma^2)$"
1753,$dF=-dS=$
1754,$\rho(A)=4.875 > \hat\rho(A)=4.8125$
1755,$\nabla_y f=-\nabla_y G$
1756,$\| f^*-f\|_2$
1757,$\iota(0.5)=\iota^*$
1758,$\rho_{t+1}(X) \ge \rho_{t+1}(Y) \implies \rho_{t}(X) \ge \rho_{t}(Y)$
1759,$\rho(X_1\mid \mathcal F_1)\le \rho(X_2\mid \mathcal F_1)$
1760,$\mathsf{E}(X|X\ge a)$
1761,$ and $
1762,$L_0^a$
1763,$\rho(X)=\int_0^1 \mathsf{TVaR}_p(X)m(dp)$
1764,$g(S(x))\to d$
1765,$0.1525$
1766,$l$
1767,$U=X$
1768,$\rho_m(X)=r$
1769,$=1.75$
1770,$\rho(X) = \max \{ \rho_\phi(X) \mid \phi\in A \}$
1771,$\zeta\in\mathscr{P}$
1772,$\rho$
1773,$Z_i$
1774,$x=q(p)$
1775,$\rho(-1_{A^c}) = c < 0$
1776,$\delta(p)=1-\nu(p)=d+(\delta^*-d)\sqrt{(1-p)/p}$
1777,$\mathsf{E}[Z_1]=1$
1778,"$X_t=1_{[1,\infty)}$"
1779,$N\sim\text{Poisson}(1.74)$
1780,$M(a)=\mathsf{E}(X\wedge a)+dN(a)+(\delta^*-d)\displaystyle\int_0^a \sqrt{F(x)S(x)}dx$
1781,$c=\mathsf{VaR}$
1782,"$L^\infty(a, b)$"
1783,$dp$
1784,$\tilde p=\tilde F(F^{-1}(p))=1-\tilde S(F^{-1}(p))=1-g(S(F^{-1}(p)))=1-g(1-F(F^{-1}(p)))=1-g(1-p)$
1785,$D_i-N_i$
1786,$1-t=g(1-s)$
1787,$\dfrac{d}{dx}g(S(x))=-g'(S(x))f(x)$
1788,$\mathsf{Pr}(Y\le a)=\exp(-\lambda (1-F(x)))=\exp(\lambda (\int_0^x f(s)ds -1))$
1789,$0.06333 / 247.798 = 0.026\%$
1790,$X_n$
1791,$dx$
1792,$_1$
1793,$S_i$
1794,$\mathsf{E}(X_i/X)$
1795,$g(p)$
1796,$g(s)=\displaystyle\frac{s}{1-p}\wedge 1$
1797,$\mathsf{E}(X\wedge a)=\int_0^a S(x)dx$
1798,$\mathscr P$
1799,$})$
1800,$\bar\delta=\bar\iota\bar\nu$
1801,$g'(1-p)$
1802,$k$
1803,$J$
1804,$\hat\rho(A)\ge \rho(A)$
1805,$t=b$
1806,"$x=4, M=1.5,\sigma=0.75, K=6$"
1807,$\delta=\rho\nu$
1808,$E(X_i \mid X=a)$
1809,$c\ge \mathsf{E}[cg]$
1810,$ϕ(1-t)=g'(t)$
1811,$\rho:\mathcal{X}\to \mathbb{R}$
1812,$q_{Z_k}$
1813,$\rho=\rho_\gamma$
1814,$T^{-1}$
1815,$X(p)=q(p)$
1816,$\\leftrightarrow$
1817,$F(x_1)=1-S(x_1)=p$
1818,$V(c)=0$
1819,$\bar P_1$
1820,$X_i$
1821,$\mathsf{E}(X)=\sum_i x_i$
1822,$a>1$
1823,$(\delta^*-d)\sqrt{FS}$
1824,$\mathsf{ABOVE}$
1825,$C_i(t^*)=R_i(t^*)$
1826,$T_n$
1827,$\text{E}(G)=M_G'(0)=1$
1828,$pl(p)$
1829,$P(A)=1-\alpha$
1830,$\mathsf{E}(L) = F^{-1}(p)dp$
1831,"$\rho(X) = \sup_{\mu\in \mathcal{A}} \langle \mu, X \rangle$"
1832,$\bar P(x+dx) - \bar P(x)$
1833,"$a=98,99,\dots,104$"
1834,$F^-1$
1835,$E_\mathsf{Q}(X_i)= E_\mathsf{Q}(E(X_i \mid X))$
1836,$\hat\rho_N$
1837,"$a,b=\pm 1/n$"
1838,$N\times r$
1839,$U(x)$
1840,$p=0.99$
1841,$g(t) = \mathsf E[u(X-\pi(R+tQ) +R+tQ)]$
1842,"$\mathbf{X}=(X_1,\dots,X_n)$"
1843,$\rho_m(Y)$
1844,$2\square^2 + 2\square - 1$
1845,$\bar P^a(t)$
1846,$q(\hat p)$
1847,"$g(0)=0,\ g(1)=1$"
1848,$\Leftrightarrow$
1849,$\delta_p/\nu_p = \iota_p$
1850,$100\cdot (1-g(s))$
1851,$\delta=\iota/(1+\iota)$
1852,$\bar X\ge 0$
1853,$1-g(s)$
1854,"$X,Y$"
1855,$(g)$
1856,$\mathscr{P}  = \{P\}$
1857,$\displaystyle\int_0^\infty xg'(S(x))f(x)dx$
1858,$P'$
1859,$\displaystyle\int_0^\infty xf(x)dx$
1860,$Y\le 0$
1861,$0\le\beta\le \gamma\le 1$
1862,$\tilde S(x)=g(S(x))$
1863,$\rho_{t+1}(X)\le\rho_{t+1}(Y)$
1864,$N=365$
1865,$b\le 1$
1866,$g^a=g^{\log_g(n)}=n$
1867,"$(2,-\x*0.75)$"
1868,$r_X$
1869,$\min_{\eta\in \mathbb{R}} \eta + \alpha \mathsf{E}(X-\eta)_+ -\beta\mathsf{E}(X-\eta)_-$
1870,$\bar P_x$
1871,$T_s(p) = \mathsf{TVaR}_p(s)$
1872,$\bar A_{x:\lcroof{n}} = \bar A^{1}_{x:\lcroof{n}} + e^{-\delta n}{}_np_x$
1873,"$\partial \rho(X)=argmax_{\zeta\in A} \langle \zeta, X \rangle$"
1874,$=\mathsf{E}(X \mid X\le a)$
1875,$p_i(a)=\phi_i(a)p(a)$
1876,$\mathsf{E}(X_i(a))$
1877,$Y$
1878,"$f_x(x_i, \hat x_i) = f(x_i, \hat x_i) / f_X(x)$"
1879,"$\mathbf{x}=(1-t, t)$"
1880,$\mu\in \mathscr{P}$
1881,$0 \le f'(z) \le 1$
1882,$p=0. $
1883,$\bar Z = F(\bar x)$
1884,"$[0,1]\to [0,1]\times [0,1]$"
1885,$2.592 \times 10^{16}$
1886,$u_i$
1887,$\zeta_t$
1888,$\rho = AVaR$
1889,$X(u)=X_1(u_1) + X_2(u_2)$
1890,$E2$
1891,$g'(0)$
1892,$ at $
1893,$1/(1+r_f)$
1894,$\le a$
1895,$f(x)dx = dp$
1896,$\mathsf{E}(X)=$
1897,$X_3$
1898,$g'(S(x))$
1899,"$(Alice) + (0,-3.75)$"
1900,$x=q(1-g^{-1}(1-\tilde p))$
1901,$d=iv=i/(1+i)$
1902,$m =$
1903,$\tau_\sigma(\alpha) = \int_\alpha^1 \sigma$
1904,$\rho(-1_{B_l}) \le \rho(-1_{B_r})$
1905,$(g(s)-s)/(1-g(s))$
1906,"$p\in [0,1]$"
1907,$\rho_{(g)}$
1908,$X^{\oplus 2}$
1909,"$(\Omega, \mathcal{F}, \mathsf{P})$"
1910,"$[l_i, r_i)$"
1911,$(1-X)^+$
1912,$A=\sum_i I_iX_i$
1913,$\sup\{ \mathsf{E}[Y\sigma(U)] \mid U\text{\ uniform} \}$
1914,$X>F_u^{-1}(p)$
1915,$R_2(t)= \bar P^a_2(t)/t$
1916,$d\tilde p/dp = g'(1-p)=\tilde f(F^{-1}(p))/f(F^{-1}(p))$
1917,$\rho(X) = \mathsf{E}(X) + c\mathsf{E}( |X-\mathsf{E}(X)|^p)^{1/p}$
1918,"$30,000 per accident up to $"
1919,$\sigma(X)$
1920,$A^c\supset A_1\supset A_2\supset \dots$
1921,$C > cx/a$
1922,$\omega < 1/n$
1923,$\phi_W(a)=\mathsf{E}(W/Y \mid Y>a)$
1924,$\mathsf{E}(X_i/X \mid X > a)$
1925,$q_L(\tau_\sigma^{-1}(U)$
1926,$4.7\times 10^{21} / 10^{19} \approx 8\text{mins}$
1927,"$\mathsf{E}(\min(X_i,a))=\mathsf{E}(X_i\wedge a)$"
