concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
19128263,{7 (ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack...,Drug,RxNorm,Branded Pack,S,751905,2008-01-27,2099-12-31,
19129144,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Jolivette 28 Day],Drug,RxNorm,Branded Pack,S,757594,2008-03-02,2099-12-31,
19129655,ampicillin 100 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,789980,2008-03-30,2099-12-31,
19132304,levonorgestrel 0.000833 MG/HR Intrauterine System [Mirena],Drug,RxNorm,Branded Drug,S,807283,2008-09-28,2099-12-31,
19133679,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Errin 28 Day],Drug,RxNorm,Branded Pack,S,831533,2009-03-01,2099-12-31,
19133768,acetaminophen 750 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,833036,2009-03-01,2099-12-31,
19133873,penicillin V potassium 250 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,834061,2009-03-01,2099-12-31,
19133905,penicillin V potassium 500 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,834102,2009-03-01,2099-12-31,
19134077,"cyclosporine, modified 100 MG [Neoral]",Drug,RxNorm,Branded Drug Comp,S,835900,2009-04-05,2099-12-31,
21494966,Physical findings of Abdomen by Palpation,Measurement,LOINC,Clinical Observation,S,80271-0,2016-06-24,2099-12-31,
35603924,10 ML oxaliplatin 5 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1736776,2016-05-02,2099-12-31,
35604087,cisplatin 50 MG Injection,Drug,RxNorm,Clinical Drug,S,1736854,2016-05-02,2099-12-31,
35605482,2 ML ondansetron 2 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1740467,2016-05-02,2099-12-31,
35605858,1 ML morphine sulfate 5 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1732136,2016-05-02,2099-12-31,
35606289,etoposide 100 MG Injection,Drug,RxNorm,Clinical Drug,S,1734340,2016-05-02,2099-12-31,
37016354,Neuropathy due to type 2 diabetes mellitus,Condition,SNOMED,Disorder,S,368581000119106,2016-01-31,2099-12-31,
37017023,Recurrent rectal polyp,Condition,SNOMED,Disorder,S,713197008,2016-01-31,2099-12-31,
37017711,Allergy to soy,Observation,SNOMED,Disorder,,714035009,2016-01-31,2019-01-31,D
37018340,Induced termination of pregnancy,Procedure,SNOMED,Procedure,S,714812005,2016-01-31,2099-12-31,
37395648,"Primary small cell malignant neoplasm of lung, TNM stage 1",Condition,SNOMED,Disorder,S,67811000119102,2016-07-31,2099-12-31,
37395717,Depression screening using PHQ-9 (Patient Health Questionnaire 9) score,Measurement,SNOMED,Procedure,,715252007,2016-07-31,2099-12-31,
38000177,Prescription written,Type Concept,Drug Type,Drug Type,,OMOP4822241,1970-01-01,2099-12-31,
38000275,EHR order list entry,Type Concept,Procedure Type,Procedure Type,,OMOP4822376,1970-01-01,2099-12-31,
38000276,Problem list from EHR,Type Concept,Observation Type,Observation Type,,OMOP4822310,1970-01-01,2099-12-31,
38000280,Observation recorded from EHR,Type Concept,Observation Type,Observation Type,,OMOP4822314,1970-01-01,2099-12-31,
38003563,Hispanic or Latino,Ethnicity,Ethnicity,Ethnicity,S,Hispanic,1970-01-01,2099-12-31,
40162522,acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,857005,2009-08-02,2099-12-31,
40162603,acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,856980,2009-08-02,2099-12-31,
40163554,warfarin sodium 5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,855332,2009-08-02,2099-12-31,
40163924,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,Drug,RxNorm,Quant Clinical Drug,S,860975,2009-09-06,2099-12-31,
40164493,colchicine 0.6 MG [Colcrys],Drug,RxNorm,Branded Drug Comp,S,858069,2009-09-06,2099-12-31,
40165015,meperidine hydrochloride 50 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,861467,2009-09-06,2099-12-31,
40166274,insulin lispro 100 UNT/ML Injectable Solution [Humalog],Drug,RxNorm,Branded Drug,S,865098,2009-10-04,2099-12-31,
40166825,24 HR metoprolol succinate 100 MG Extended Release Oral Tablet [Toprol],Drug,RxNorm,Quant Branded Drug,S,866414,2009-11-01,2099-12-31,
40169216,120 ACTUAT fluticasone propionate 0.044 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Quant Clinical Drug,S,895994,2010-01-31,2099-12-31,
40169222,3 ML liraglutide 6 MG/ML Pen Injector,Drug,RxNorm,Quant Clinical Drug,S,897122,2010-01-31,2099-12-31,
40169281,60 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm,Quant Clinical Drug,S,896209,2010-01-31,2099-12-31,
40170911,liraglutide,Drug,RxNorm,Ingredient,S,475968,2010-01-31,2099-12-31,
40171902,verapamil hydrochloride 40 MG,Drug,RxNorm,Clinical Drug Comp,S,897718,2010-02-28,2099-12-31,
40173590,alendronic acid 10 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,904419,2010-04-04,2099-12-31,
40174880,levothyroxine sodium 0.075 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,966222,2010-04-04,2099-12-31,
40213154,"Influenza, split virus, trivalent, injectable, preservative free",Drug,CVX,CVX,S,140,2011-11-04,2099-12-31,
40213160,"poliovirus vaccine, inactivated",Drug,CVX,CVX,S,10,2008-12-01,2099-12-31,
40213180,"meningococcal polysaccharide (groups A, C, Y and W-135) diphtheria toxoid conjugate vaccine (MCV4P)",Drug,CVX,CVX,S,114,2008-12-01,2099-12-31,
40213183,"measles, mumps and rubella virus vaccine",Drug,CVX,Vaccine Group,S,03,2008-12-01,2099-12-31,
40213198,"pneumococcal conjugate vaccine, 13 valent",Drug,CVX,CVX,S,133,2009-10-15,2099-12-31,
40213201,"pneumococcal polysaccharide vaccine, 23 valent",Drug,CVX,Vaccine Group,S,33,2008-12-01,2099-12-31,
40213216,"rotavirus, live, monovalent vaccine",Drug,CVX,CVX,S,119,2008-12-01,2099-12-31,
40213227,"tetanus and diphtheria toxoids, adsorbed, preservative free, for adult use (5 Lf of tetanus toxoid and 2 Lf of diphtheria toxoid)",Drug,CVX,CVX,S,113,2008-12-01,2099-12-31,
40213230,"tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis vaccine, adsorbed",Drug,CVX,Vaccine Group,S,115,2008-12-01,2099-12-31,
40213251,varicella virus vaccine,Drug,CVX,Vaccine Group,S,21,2008-12-01,2099-12-31,
40213260,"zoster vaccine, live",Drug,CVX,CVX,S,121,2008-12-01,2099-12-31,
40213281,"diphtheria, tetanus toxoids and acellular pertussis vaccine",Drug,CVX,CVX,S,20,2008-12-01,2099-12-31,
40213296,"hepatitis A vaccine, adult dosage",Drug,CVX,CVX,S,52,2008-12-01,2099-12-31,
40213299,"hepatitis A vaccine, pediatric/adolescent dosage, 2 dose schedule",Drug,CVX,CVX,S,83,2008-12-01,2099-12-31,
40213304,"hepatitis B vaccine, pediatric or pediatric/adolescent dosage",Drug,CVX,CVX,S,08,2008-12-01,2099-12-31,
40213306,"hepatitis B vaccine, adult dosage",Drug,CVX,CVX,S,43,2008-12-01,2099-12-31,
40213314,"Haemophilus influenzae type b vaccine, PRP-OMP conjugate",Drug,CVX,CVX,S,49,2008-12-01,2099-12-31,
40213320,"human papilloma virus vaccine, quadrivalent",Drug,CVX,CVX,S,62,2008-12-01,2099-12-31,
40220386,100 ML propofol 10 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1808217,2016-10-03,2099-12-31,
40220871,leucovorin 100 MG Injection,Drug,RxNorm,Clinical Drug,S,1803932,2016-10-03,2099-12-31,
40220960,alteplase 100 MG Injection,Drug,RxNorm,Clinical Drug,S,1804799,2016-10-03,2099-12-31,
40221415,{5 (dienogest 2 MG / estradiol valerate 2 MG Oral Tablet) / 17 (dienogest 3 MG / estradiol valerate 2 MG Oral Tablet) / 2 (estradiol valerate 1 MG Oral Tablet) / 2 (estradiol valerate 3 MG Oral Tablet) / 2 (inert ingredients 1 MG Oral Tablet) } Pack [N...,Drug,RxNorm,Branded Pack,S,978950,2010-06-06,2099-12-31,
40222846,memantine hydrochloride 2 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,996740,2010-07-04,2099-12-31,
40223768,donepezil hydrochloride 10 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,997223,2010-08-01,2099-12-31,
40223774,donepezil hydrochloride 23 MG [Aricept],Drug,RxNorm,Branded Drug Comp,S,998582,2010-08-01,2099-12-31,
40223821,fexofenadine hydrochloride 30 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,997488,2010-08-01,2099-12-31,
40223834,fexofenadine hydrochloride 60 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,997501,2010-08-01,2099-12-31,
40224132,0.65 ML medroxyprogesterone acetate 160 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,1000156,2010-09-05,2099-12-31,
40224805,1 ML medroxyprogesterone acetate 150 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1000126,2010-09-05,2099-12-31,
40228230,cetirizine hydrochloride 5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1014676,2010-10-31,2099-12-31,
40229134,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,1043400,2010-12-05,2099-12-31,
40231925,acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1049221,2011-01-02,2099-12-31,
40232448,diphenhydramine hydrochloride 25 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1049630,2011-01-02,2099-12-31,
40236446,methylphenidate hydrochloride 20 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1091392,2011-03-06,2099-12-31,
40236824,phenazopyridine hydrochloride 100 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1094107,2011-04-03,2099-12-31,
40243436,1 ML atropine sulfate 1 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1190795,2011-11-06,2099-12-31,
40318618,Complete miscarriage,Condition,SNOMED,Disorder,S,156073000,2013-07-31,2099-12-31,
40479422,Injury of medial collateral ligament of knee,Condition,SNOMED,Disorder,S,444448004,2010-01-31,2099-12-31,
40479768,Injury of anterior cruciate ligament,Condition,SNOMED,Disorder,S,444470001,2010-01-31,2099-12-31,
40480160,Osteoporotic fracture,Condition,SNOMED,Disorder,S,443165006,2010-01-31,2099-12-31,
40481087,Viral sinusitis,Condition,SNOMED,Disorder,S,444814009,2010-07-31,2099-12-31,
40481948,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using FISH screening technique,Procedure,SNOMED,Procedure,S,443529005,2010-01-31,2099-12-31,
40486433,Perennial allergic rhinitis,Condition,SNOMED,Disorder,S,446096008,2011-01-31,2099-12-31,
40492359,Insertion of biventricular implantable cardioverter defibrillator,Procedure,SNOMED,Procedure,,447365002,2011-01-31,2024-05-01,U
40493226,Excision of fallopian tube and surgical removal of ectopic pregnancy,Procedure,SNOMED,Procedure,S,445912000,2011-01-31,2099-12-31,
40758406,HIV status,Observation,LOINC,Clinical Observation,S,55277-8,2009-03-26,2099-12-31,
40761014,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay --1st specimen,Measurement,LOINC,Lab Test,S,57905-2,2009-11-18,2099-12-31,
40766240,Are you covered by health insurance or some other kind of health care plan [PhenX],Observation,LOINC,Clinical Observation,S,63513-6,2011-02-17,2099-12-31,
40769179,Percentage area affected by eczema Head and Neck [PhenX],Measurement,LOINC,Clinical Observation,S,66519-0,2011-06-17,2099-12-31,
40769184,Percentage area affected by eczema Upper extremity - bilateral [PhenX],Measurement,LOINC,Clinical Observation,S,66524-0,2011-06-17,2099-12-31,
40769189,Percentage area affected by eczema Trunk [PhenX],Measurement,LOINC,Clinical Observation,S,66529-9,2011-06-17,2099-12-31,
40769194,Percentage area affected by eczema Lower extremity - bilateral [PhenX],Measurement,LOINC,Clinical Observation,S,66534-9,2011-06-17,2099-12-31,
42529398,Mental health Telehealth Note,Note,LOINC,Clinical Observation,S,84215-3,2017-02-21,2099-12-31,
42535580,"Ultrasonography of abdomen, right upper quadrant and epigastrium",Procedure,SNOMED,Procedure,S,426701000119108,2018-01-31,2099-12-31,
42707627,rocuronium bromide 10 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,1234995,2012-05-07,2099-12-31,
42709996,Smokes tobacco daily,Observation,SNOMED,Clinical Finding,,449868002,2012-01-31,2099-12-31,
42898298,acetaminophen 300 MG / hydrocodone bitartrate 5 MG [Vicodin],Drug,RxNorm,Branded Drug Comp,S,1310197,2012-10-01,2099-12-31,
42902245,{5 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ethinyl estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral...,Drug,RxNorm,Branded Pack,S,1359133,2012-12-03,2099-12-31,
43012433,21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing],Drug,RxNorm,Quant Branded Drug,S,1367439,2013-02-04,2099-12-31,
43012754,levonorgestrel 0.00354 MG/HR Drug Implant,Drug,RxNorm,Clinical Drug,S,1366343,2013-02-04,2099-12-31,
43054909,Tobacco smoking status,Observation,LOINC,Clinical Observation,S,72166-2,2012-12-28,2099-12-31,
43055141,Pain severity - 0-10 verbal numeric rating [Score] - Reported,Measurement,LOINC,Clinical Observation,S,72514-3,2012-12-28,2099-12-31,
43526465,canagliflozin,Drug,RxNorm,Ingredient,S,1373458,2013-05-06,2099-12-31,
43526467,canagliflozin 100 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1373463,2013-05-06,2099-12-31,
43530652,Chronic intractable migraine without aura,Condition,SNOMED,Disorder,S,124171000119105,2013-07-31,2099-12-31,
43530656,Nonproliferative retinopathy due to type 2 diabetes mellitus,Condition,SNOMED,Disorder,S,1551000119108,2013-07-31,2099-12-31,
43530685,Proliferative retinopathy due to type 2 diabetes mellitus,Condition,SNOMED,Disorder,S,1501000119109,2013-07-31,2099-12-31,
44783196,Surgical manipulation of joint of knee,Procedure,SNOMED,Procedure,S,699253003,2014-01-31,2099-12-31,
44784284,MRI for measurement of brain volume,Procedure,SNOMED,Procedure,S,698354004,2014-01-31,2099-12-31,
44786664,Weight difference [Mass difference] --pre dialysis - post dialysis,Measurement,LOINC,Clinical Observation,S,74006-8,2013-07-22,2099-12-31,
44805732,Reinsertion of subcutaneous contraceptive,Procedure,SNOMED,Procedure,S,755621000000101,2010-10-01,2099-12-31,
44814724,Period covering healthcare encounters,Type Concept,Obs Period Type,Obs Period Type,,OMOP4822291,1970-01-01,2099-12-31,
44816277,168 HR ethinyl estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System,Drug,RxNorm,Quant Clinical Drug,S,1534809,2014-05-05,2099-12-31,
44818517,Visit derived from encounter on claim,Type Concept,Visit Type,Visit Type,,OMOP4822465,1970-01-01,2099-12-31,
45757499,Proteinuria due to type 2 diabetes mellitus,Condition,SNOMED,Disorder,S,157141000119108,2015-01-31,2099-12-31,
45763582,Blindness due to type 2 diabetes mellitus,Condition,SNOMED,Disorder,S,60951000119105,2015-01-31,2099-12-31,
45766064,History of single seizure,Observation,SNOMED,Context-dependent,,703151001,2014-07-31,2023-12-01,U
45766298,Combined chemotherapy and radiation therapy,Procedure,SNOMED,Procedure,S,703423002,2014-07-31,2099-12-31,
45769905,Microalbuminuria due to type 2 diabetes mellitus,Condition,SNOMED,Disorder,S,90781000119102,2015-01-31,2099-12-31,
45770830,Macular edema and retinopathy due to type 2 diabetes mellitus,Condition,SNOMED,Disorder,S,97331000119101,2015-01-31,2099-12-31,
45892894,24 HR donepezil hydrochloride 10 MG / memantine hydrochloride 28 MG Extended Release Oral Capsule,Drug,RxNorm,Quant Clinical Drug,S,1599803,2015-03-02,2099-12-31,
46221581,insulin isophane,Drug,RxNorm,Ingredient,S,1605101,2015-05-04,2099-12-31,
46221626,levonorgestrel 0.000813 MG/HR Intrauterine System [Liletta],Drug,RxNorm,Branded Drug,S,1605257,2015-05-04,2099-12-31,
46233710,doxycycline monohydrate 100 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1650142,2015-07-06,2099-12-31,
46233988,doxycycline monohydrate 50 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1652673,2015-07-06,2099-12-31,
46235010,Mental health Outpatient Note,Note,LOINC,Clinical Observation,S,75443-2,2014-11-13,2099-12-31,
46235214,Sexual orientation,Observation,LOINC,Clinical Observation,S,76690-7,2015-03-13,2099-12-31,
46236952,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",Measurement,LOINC,Lab Test,S,77147-7,2015-05-15,2099-12-31,
46275444,piperacillin 4000 MG / tazobactam 500 MG Injection,Drug,RxNorm,Clinical Drug,S,1659149,2015-09-08,2099-12-31,
46275916,1 ML epinephrine 1 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1660014,2015-09-08,2099-12-31,
45905770,Patient Self-Reported Condition,Type Concept,Condition Type,Condition Type,,OMOP4822157,1970-01-01,2099-12-31,
